"Reporting starts","Reporting ends","Campaign name",Age,Gender,"Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (VND)",Impressions,Reach,Ends,"Attribution setting","Total messaging contacts","New messaging contacts","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (VND)","Messaging conversations started","Cost per messaging conversation started (VND)","Clicks (all)"
2026-01-01,2026-02-01,nlinh2,55-64,unknown,inactive,,,,210000,Daily,102,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,nlinh2,65+,female,inactive,,,,210000,Daily,7660,29,22,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-01-01,2026-02-01,nlinh2,65+,male,inactive,,,,210000,Daily,22325,107,81,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-01-01,2026-02-01,nlinh2,65+,unknown,inactive,,,,210000,Daily,290,4,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,vang,18-24,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,98801,150000,Daily,98801,1074,373,Ongoing,"7-day click or 1-day view",1,1,,,98801,1,98801,18
2026-01-01,2026-02-01,vang,18-24,male,inactive,,,,150000,Daily,101148,1532,604,Ongoing,"7-day click or 1-day view",,,,,,,,22
2026-01-01,2026-02-01,vang,18-24,unknown,inactive,,,,150000,Daily,2473,48,25,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-01-01,2026-02-01,vang,25-34,female,inactive,,,,150000,Daily,76977,764,278,Ongoing,"7-day click or 1-day view",,,,,,,,15
2026-01-01,2026-02-01,vang,25-34,male,inactive,,,,150000,Daily,168827,1980,593,Ongoing,"7-day click or 1-day view",,,,,,,,37
2026-01-01,2026-02-01,vang,25-34,unknown,inactive,,,,150000,Daily,2616,23,15,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-01-01,2026-02-01,vang,35-44,female,inactive,,,,150000,Daily,16477,181,122,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-01-01,2026-02-01,vang,35-44,male,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,73824,150000,Daily,73824,743,357,Ongoing,"7-day click or 1-day view",1,1,,,73824,1,73824,9
2026-01-01,2026-02-01,vang,35-44,unknown,inactive,,,,150000,Daily,177,5,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,vang,45-54,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,18159,150000,Daily,18159,211,154,Ongoing,"7-day click or 1-day view",1,1,,,18159,1,18159,5
2026-01-01,2026-02-01,vang,45-54,male,inactive,,,,150000,Daily,41167,537,338,Ongoing,"7-day click or 1-day view",,,,,,,,8
2026-01-01,2026-02-01,vang,45-54,unknown,inactive,,,,150000,Daily,55,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,vang,55-64,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,44711,150000,Daily,44711,550,397,Ongoing,"7-day click or 1-day view",1,1,,,44711,1,44711,9
2026-01-01,2026-02-01,vang,55-64,male,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,52641,150000,Daily,52641,732,504,Ongoing,"7-day click or 1-day view",1,1,,,52641,1,52641,14
2026-01-01,2026-02-01,vang,55-64,unknown,inactive,,,,150000,Daily,123,4,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,vang,65+,female,inactive,,,,150000,Daily,67866,695,497,Ongoing,"7-day click or 1-day view",,,,,,,,14
2026-01-01,2026-02-01,vang,65+,male,inactive,2,actions:onsite_conversion.messaging_conversation_started_7d,49450.5,150000,Daily,98901,852,576,Ongoing,"7-day click or 1-day view",2,2,,,49450.5,2,49450.5,38
2026-01-01,2026-02-01,vang,65+,unknown,inactive,,,,150000,Daily,1752,10,6,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,ttVANG,18-24,female,inactive,13,actions:post_engagement,1539.07692308,39000,Daily,20008,96,89,Ongoing,"7-day click or 1-day view",,,,,,,,9
2026-01-01,2026-02-01,ttVANG,18-24,male,inactive,34,actions:post_engagement,1654.23529412,39000,Daily,56244,158,125,Ongoing,"7-day click or 1-day view",,,,,,,,21
2026-01-01,2026-02-01,ttVANG,18-24,unknown,inactive,1,actions:post_engagement,2086,39000,Daily,2086,6,4,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,ttVANG,25-34,female,inactive,8,actions:post_engagement,1696.375,39000,Daily,13571,37,28,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-01-01,2026-02-01,ttVANG,25-34,male,inactive,43,actions:post_engagement,1613.41860465,39000,Daily,69377,180,138,Ongoing,"7-day click or 1-day view",,,,,,,,25
2026-01-01,2026-02-01,ttVANG,25-34,unknown,inactive,,,,39000,Daily,1021,2,2,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,ttVANG,35-44,female,inactive,3,actions:post_engagement,2235.66666667,39000,Daily,6707,16,12,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-01-01,2026-02-01,ttVANG,35-44,male,inactive,9,actions:post_engagement,2278.22222222,39000,Daily,20504,68,52,Ongoing,"7-day click or 1-day view",,,,,,,,6
2026-01-01,2026-02-01,ttVANG,45-54,female,inactive,5,actions:post_engagement,1102.4,39000,Daily,5512,18,17,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-01-01,2026-02-01,ttVANG,45-54,male,inactive,4,actions:post_engagement,1913.5,39000,Daily,7654,40,24,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-01-01,2026-02-01,ttVANG,55-64,female,inactive,5,actions:post_engagement,1438.4,39000,Daily,7192,22,21,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-01-01,2026-02-01,ttVANG,55-64,male,inactive,,,,39000,Daily,4561,24,15,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-01-01,2026-02-01,ttVANG,55-64,unknown,inactive,1,actions:post_engagement,2658,39000,Daily,2658,4,1,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-01-01,2026-02-01,ttVANG,65+,female,inactive,5,actions:post_engagement,1564.2,39000,Daily,7821,35,26,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-01-01,2026-02-01,ttVANG,65+,male,inactive,4,actions:post_engagement,1657.25,39000,Daily,6629,28,23,Ongoing,"7-day click or 1-day view",,,,,,,,3
